,Country,Year,CO2 emissions,Population,Continent
634,Mexico,1981,85.438,82.771,North America
635,Mexico,1982,89.651,84.696,North America
636,Mexico,1983,87.11,86.634,North America
637,Mexico,1984,90.224,88.559,North America
638,Mexico,1985,93.85,90.473,North America
639,Mexico,1986,93.353,92.361,North America
640,Mexico,1987,97.087,94.25,North America
641,Mexico,1988,96.64,96.163,North America
642,Mexico,1989,101.984,98.076,North America
643,Mexico,1990,100.0,100.0,North America
644,Mexico,1991,107.079,101.799,North America
645,Mexico,1992,108.194,103.524,North America
646,Mexico,1993,111.146,105.21,North America
647,Mexico,1994,120.388,106.88,North America
648,Mexico,1995,113.38,108.528,North America
649,Mexico,1996,118.613,110.121,North America
650,Mexico,1997,125.711,111.646,North America
651,Mexico,1998,134.409,113.117,North America
652,Mexico,1999,130.722,114.519,North America
653,Mexico,2000,139.999,115.886,North America
654,Mexico,2001,140.335,117.294,North America
655,Mexico,2002,143.26,118.783,North America
656,Mexico,2003,150.454,120.278,North America
657,Mexico,2004,154.13,121.693,North America
658,Mexico,2005,160.488,122.897,North America
659,Mexico,2006,166.122,124.328,North America
660,Mexico,2007,168.655,125.892,North America
661,Mexico,2008,169.11,127.612,North America
662,Mexico,2009,165.473,129.402,North America
663,Mexico,2010,171.414,131.069,North America
664,Mexico,2011,177.641,132.672,North America
665,Mexico,2012,178.807,134.25,North America
666,Mexico,2013,174.982,135.794,North America
667,Mexico,2014,168.98,137.311,North America
668,Mexico,2015,172.176,138.8,North America
669,Mexico,2016,173.639,140.26,North America
670,Mexico,2017,173.567,141.692,North America
671,Mexico,2018,174.525,143.091,North America
672,United States,1971,89.298,83.017,North America
673,United States,1972,94.272,83.909,North America
674,United States,1973,97.668,84.714,North America
675,United States,1974,94.522,85.497,North America
676,United States,1975,90.688,86.33,North America
677,United States,1976,96.122,87.171,North America
678,United States,1977,99.553,88.052,North America
679,United States,1978,99.335,88.987,North America
680,United States,1979,99.942,89.977,North America
681,United States,1980,95.684,91.024,North America
682,United States,1981,94.396,91.937,North America
683,United States,1982,89.965,92.82,North America
684,United States,1983,89.411,93.665,North America
685,United States,1984,93.39,94.489,North America
686,United States,1985,93.988,95.333,North America
687,United States,1986,93.233,96.204,North America
688,United States,1987,96.459,97.067,North America
689,United States,1988,100.811,97.953,North America
690,United States,1989,102.112,98.883,North America
691,United States,1990,100.0,100.0,North America
692,United States,1991,99.223,101.339,North America
693,United States,1992,100.722,102.694,North America
694,United States,1993,103.116,104.037,North America
695,United States,1994,104.602,105.306,North America
696,United States,1995,105.638,106.558,North America
697,United States,1996,108.9,107.808,North America
698,United States,1997,114.407,109.104,North America
699,United States,1998,115.456,110.382,North America
700,United States,1999,115.84,111.65,North America
701,United States,2000,119.296,112.877,North America
702,United States,2001,118.719,114.007,North America
703,United States,2002,115.457,115.099,North America
704,United States,2003,116.816,116.166,North America
705,United States,2004,118.44,117.22,North America
706,United States,2005,118.741,118.312,North America
707,United States,2006,116.643,119.441,North America
708,United States,2007,118.397,120.591,North America
709,United States,2008,114.77,121.729,North America
710,United States,2009,106.613,122.807,North America
711,United States,2010,111.431,123.822,North America
712,United States,2011,106.768,124.723,North America
713,United States,2012,102.08,125.611,North America
714,United States,2013,104.902,126.477,North America
715,United States,2014,105.069,127.395,North America
716,United States,2015,102.613,128.317,North America
717,United States,2016,100.737,129.233,North America
718,United States,2017,99.13,130.07,North America
719,United States,2018,102.458,130.88,North America
720,OECD Americas,1971,86.275,77.447,
721,OECD Americas,1972,91.166,78.623,
722,OECD Americas,1973,94.647,79.761,
723,OECD Americas,1974,92.263,80.898,
724,OECD Americas,1975,88.832,82.073,
725,OECD Americas,1976,94.006,83.239,
726,OECD Americas,1977,97.408,84.426,
727,OECD Americas,1978,97.547,85.638,
728,OECD Americas,1979,98.606,86.896,
729,OECD Americas,1980,95.369,88.283,
730,OECD Americas,1981,94.159,89.457,
731,OECD Americas,1982,90.121,90.612,
732,OECD Americas,1983,89.409,91.733,
733,OECD Americas,1984,93.331,92.834,
734,OECD Americas,1985,94.003,93.945,
735,OECD Americas,1986,93.183,95.08,
736,OECD Americas,1987,96.379,96.236,
737,OECD Americas,1988,100.784,97.411,
738,OECD Americas,1989,102.548,98.651,
739,OECD Americas,1990,100.0,100.0,
740,OECD Americas,1991,99.53,101.456,
741,OECD Americas,1992,101.142,102.903,
742,OECD Americas,1993,103.349,104.327,
743,OECD Americas,1994,105.412,105.699,
744,OECD Americas,1995,106.222,107.05,
745,OECD Americas,1996,109.68,108.379,
746,OECD Americas,1997,115.208,109.719,
747,OECD Americas,1998,116.665,111.022,
748,OECD Americas,1999,117.047,112.302,
749,OECD Americas,2000,120.786,113.557,
750,OECD Americas,2001,120.13,114.764,
751,OECD Americas,2002,117.763,115.964,
752,OECD Americas,2003,119.668,117.136,
753,OECD Americas,2004,121.198,118.282,
754,OECD Americas,2005,122.009,119.413,
755,OECD Americas,2006,120.292,120.614,
756,OECD Americas,2007,122.633,121.865,
757,OECD Americas,2008,119.181,123.152,
758,OECD Americas,2009,111.346,124.422,
759,OECD Americas,2010,116.161,125.621,
760,OECD Americas,2011,112.728,126.72,
761,OECD Americas,2012,108.697,127.819,
762,OECD Americas,2013,111.244,128.895,
763,OECD Americas,2014,111.088,129.997,
764,OECD Americas,2015,109.142,131.076,
765,OECD Americas,2016,107.513,132.187,
766,OECD Americas,2017,106.325,133.25,
767,OECD Americas,2018,109.489,134.31,
768,Australia,1971,55.205,77.34,Oceania
769,Australia,1972,57.152,78.576,Oceania
770,Australia,1973,60.738,79.777,Oceania
771,Australia,1974,66.443,81.055,Oceania
772,Australia,1975,69.106,81.858,Oceania
773,Australia,1976,70.038,82.684,Oceania
774,Australia,1977,75.441,83.692,Oceania
775,Australia,1978,73.582,84.565,Oceania
776,Australia,1979,76.003,85.567,Oceania
777,Australia,1980,79.604,86.768,Oceania
778,Australia,1981,79.847,87.448,Oceania
779,Australia,1982,82.275,88.977,Oceania
780,Australia,1983,77.69,90.208,Oceania
781,Australia,1984,80.111,91.292,Oceania
782,Australia,1985,84.763,92.517,Oceania
783,Australia,1986,85.294,93.865,Oceania
784,Australia,1987,89.263,95.306,Oceania
785,Australia,1988,92.724,96.877,Oceania
786,Australia,1989,97.911,98.529,Oceania
787,Australia,1990,100.0,100.0,Oceania
788,Australia,1991,100.516,101.283,Oceania
789,Australia,1992,102.064,102.426,Oceania
790,Australia,1993,103.571,103.34,Oceania
791,Australia,1994,105.86,104.342,Oceania
792,Australia,1995,109.868,105.508,Oceania
793,Australia,1996,113.902,106.798,Oceania
794,Australia,1997,116.712,107.958,Oceania
795,Australia,1998,124.663,109.042,Oceania
796,Australia,1999,126.611,110.237,Oceania
797,Australia,2000,128.86,111.509,Oceania
798,Australia,2001,131.3,112.95,Oceania
799,Australia,2002,134.373,114.24,Oceania
800,Australia,2003,133.99,115.564,Oceania
801,Australia,2004,139.134,116.806,Oceania
802,Australia,2005,140.747,118.236,Oceania
803,Australia,2006,142.797,119.842,Oceania
804,Australia,2007,146.735,122.051,Oceania
805,Australia,2008,147.984,124.518,Oceania
806,Australia,2009,150.461,127.114,Oceania
807,Australia,2010,147.62,129.106,Oceania
808,Australia,2011,147.009,130.911,Oceania
809,Australia,2012,147.003,133.22,Oceania
810,Australia,2013,144.566,135.529,Oceania
811,Australia,2014,141.008,137.568,Oceania
812,Australia,2015,143.415,139.561,Oceania
813,Australia,2016,146.546,141.758,Oceania
814,Australia,2017,147.782,144.166,Oceania
815,Australia,2018,147.433,146.458,Oceania
816,Israel,1971,41.928,65.351,Asia
817,Israel,1972,43.971,69.191,Asia
818,Israel,1973,47.697,70.328,Asia
819,Israel,1974,48.215,72.452,Asia
820,Israel,1975,50.003,74.126,Asia
821,Israel,1976,50.23,75.799,Asia
822,Israel,1977,52.976,77.516,Asia
823,Israel,1978,56.617,79.232,Asia
824,Israel,1979,57.921,81.249,Asia
825,Israel,1980,57.445,83.201,Asia
826,Israel,1981,59.848,84.746,Asia
827,Israel,1982,63.794,86.269,Asia
828,Israel,1983,66.366,88.093,Asia
829,Israel,1984,69.08,89.23,Asia
830,Israel,1985,74.077,90.817,Asia
831,Israel,1986,81.424,92.233,Asia
832,Israel,1987,88.354,93.735,Asia
833,Israel,1988,93.55,95.301,Asia
834,Israel,1989,97.366,96.953,Asia
835,Israel,1990,100.0,100.0,Asia
836,Israel,1991,101.556,106.2,Asia
837,Israel,1992,108.337,109.933,Asia
838,Israel,1993,118.978,112.894,Asia
839,Israel,1994,127.533,115.855,Asia
840,Israel,1995,136.735,118.987,Asia
841,Israel,1996,143.396,122.034,Asia
842,Israel,1997,150.06,125.188,Asia
843,Israel,1998,150.265,128.277,Asia
844,Israel,1999,154.516,131.667,Asia
845,Israel,2000,167.115,135.25,Asia
846,Israel,2001,171.037,138.533,Asia
847,Israel,2002,180.566,141.407,Asia
848,Israel,2003,185.878,144.046,Asia
849,Israel,2004,186.406,146.685,Asia
850,Israel,2005,179.159,149.346,Asia
851,Israel,2006,188.943,152.07,Asia
852,Israel,2007,195.832,154.881,Asia
853,Israel,2008,196.472,157.713,Asia
854,Israel,2009,194.57,160.523,Asia
855,Israel,2010,208.537,163.506,Asia
856,Israel,2011,205.717,166.552,Asia
857,Israel,2012,224.729,169.642,Asia
858,Israel,2013,197.369,172.838,Asia
859,Israel,2014,190.036,176.185,Asia
860,Israel,2015,194.555,179.725,Asia
861,Israel,2016,191.776,183.287,Asia
862,Israel,2017,194.063,186.87,Asia
863,Israel,2018,181.643,190.539,Asia
864,Japan,1971,71.262,84.93,Asia
865,Japan,1972,74.852,86.089,Asia
866,Japan,1973,85.197,88.101,Asia
867,Japan,1974,84.079,89.316,Asia
868,Japan,1975,80.647,90.419,Asia
869,Japan,1976,83.167,91.433,Asia
870,Japan,1977,85.507,92.333,Asia
871,Japan,1978,84.993,93.176,Asia
872,Japan,1979,87.096,93.954,Asia
873,Japan,1980,82.612,94.7,Asia
874,Japan,1981,80.332,95.381,Asia
875,Japan,1982,77.833,96.05,Asia
876,Japan,1983,78.395,96.703,Asia
877,Japan,1984,84.144,97.325,Asia
878,Japan,1985,82.196,97.927,Asia
879,Japan,1986,82.201,98.422,Asia
880,Japan,1987,82.691,98.89,Asia
881,Japan,1988,88.909,99.299,Asia
882,Japan,1989,91.539,99.672,Asia
883,Japan,1990,100.0,100.0,Asia
884,Japan,1991,101.087,100.396,Asia
885,Japan,1992,102.082,100.773,Asia
886,Japan,1993,101.384,101.074,Asia
887,Japan,1994,106.336,101.218,Asia
888,Japan,1995,107.286,101.476,Asia
889,Japan,1996,108.522,101.699,Asia
890,Japan,1997,107.61,101.942,Asia
891,Japan,1998,103.988,102.215,Asia
892,Japan,1999,107.308,102.408,Asia
893,Japan,2000,108.919,102.605,Asia
894,Japan,2001,107.818,102.848,Asia
895,Japan,2002,111.452,103.065,Asia
896,Japan,2003,112.333,103.255,Asia
897,Japan,2004,111.951,103.335,Asia
898,Japan,2005,112.115,103.352,Asia
899,Japan,2006,109.907,103.42,Asia
900,Japan,2007,113.459,103.534,Asia
901,Japan,2008,107.326,103.587,Asia
902,Japan,2009,102.091,103.578,Asia
903,Japan,2010,107.391,103.585,Asia
904,Japan,2011,112.651,103.414,Asia
905,Japan,2012,116.391,103.188,Asia
906,Japan,2013,117.102,103.011,Asia
907,Japan,2014,113.228,102.954,Asia
908,Japan,2015,109.65,102.831,Asia
909,Japan,2016,108.688,102.687,Asia
910,Japan,2017,106.798,102.504,Asia
911,Japan,2018,102.548,102.291,Asia
912,Korea,1971,22.839,76.706,
913,Korea,1972,23.663,78.157,
914,Korea,1973,29.436,79.552,
915,Korea,1974,30.898,80.926,
916,Korea,1975,33.532,82.3,
917,Korea,1976,37.277,83.625,
918,Korea,1977,42.55,84.938,
919,Korea,1978,46.342,86.237,
920,Korea,1979,52.309,87.555,
921,Korea,1980,54.183,88.931,
922,Korea,1981,56.676,90.329,
923,Korea,1982,56.609,91.735,
924,Korea,1983,60.033,93.098,
925,Korea,1984,65.33,94.255,
926,Korea,1985,67.181,95.188,
927,Korea,1986,69.925,96.139,
928,Korea,1987,72.641,97.091,
929,Korea,1988,82.822,98.045,
930,Korea,1989,87.671,99.02,
931,Korea,1990,100.0,100.0,
932,Korea,1991,110.365,100.996,
933,Korea,1992,119.031,102.05,
934,Korea,1993,130.672,103.093,
935,Korea,1994,141.255,104.136,
936,Korea,1995,154.14,105.188,
937,Korea,1996,164.655,106.196,
938,Korea,1997,173.558,107.196,
939,Korea,1998,148.265,107.973,
940,Korea,1999,163.136,108.743,
941,Korea,2000,186.318,109.655,
942,Korea,2001,192.343,110.499,
943,Korea,2002,188.043,111.141,
944,Korea,2003,188.856,111.717,
945,Korea,2004,198.351,112.163,
946,Korea,2005,197.438,112.401,
947,Korea,2006,200.475,112.991,
948,Korea,2007,205.954,113.565,
949,Korea,2008,210.885,114.43,
950,Korea,2009,216.599,115.02,
951,Korea,2010,237.663,115.594,
952,Korea,2011,247.518,116.487,
953,Korea,2012,248.254,117.101,
954,Korea,2013,247.859,117.635,
955,Korea,2014,242.737,118.377,
956,Korea,2015,251.093,119.002,
957,Korea,2016,254.184,119.476,
958,Korea,2017,258.852,119.812,
959,Korea,2018,261.329,120.383,
960,New Zealand,1971,62.079,84.91,Oceania
961,New Zealand,1972,71.131,86.362,Oceania
962,New Zealand,1973,76.768,88.082,Oceania
963,New Zealand,1974,79.96,89.89,Oceania
964,New Zealand,1975,75.541,91.521,Oceania
965,New Zealand,1976,83.579,92.381,Oceania
966,New Zealand,1977,86.064,92.736,Oceania
967,New Zealand,1978,83.754,92.766,Oceania
968,New Zealand,1979,75.215,93.033,Oceania
969,New Zealand,1980,75.753,93.211,Oceania
970,New Zealand,1981,74.742,93.596,Oceania
971,New Zealand,1982,82.504,94.367,Oceania
972,New Zealand,1983,83.055,95.642,Oceania
973,New Zealand,1984,84.778,96.591,Oceania
974,New Zealand,1985,86.923,97.006,Oceania
975,New Zealand,1986,82.227,97.302,Oceania
976,New Zealand,1987,87.954,98.132,Oceania
977,New Zealand,1988,93.84,98.369,Oceania
978,New Zealand,1989,94.4,98.933,Oceania
979,New Zealand,1990,100.0,100.0,Oceania
980,New Zealand,1991,101.456,103.943,Oceania
981,New Zealand,1992,109.453,105.01,Oceania
982,New Zealand,1993,107.678,106.285,Oceania
983,New Zealand,1994,109.078,107.738,Oceania
984,New Zealand,1995,109.369,109.428,Oceania
985,New Zealand,1996,114.391,111.088,Oceania
986,New Zealand,1997,124.71,112.422,Oceania
987,New Zealand,1998,122.681,113.312,Oceania
988,New Zealand,1999,129.067,113.934,Oceania
989,New Zealand,2000,132.957,114.586,Oceania
990,New Zealand,2001,142.883,115.624,Oceania
991,New Zealand,2002,142.419,117.699,Oceania
992,New Zealand,2003,151.075,119.923,Oceania
993,New Zealand,2004,148.69,121.583,Oceania
994,New Zealand,2005,154.698,122.977,Oceania
995,New Zealand,2006,155.042,124.429,Oceania
996,New Zealand,2007,149.62,125.556,Oceania
997,New Zealand,2008,153.559,126.623,Oceania
998,New Zealand,2009,139.789,128.017,Oceania
999,New Zealand,2010,139.075,129.351,Oceania
1000,New Zealand,2011,135.599,130.24,Oceania
1001,New Zealand,2012,143.557,130.981,Oceania
1002,New Zealand,2013,142.774,132.167,Oceania
1003,New Zealand,2014,142.817,134.213,Oceania
1004,New Zealand,2015,143.661,136.703,Oceania
1005,New Zealand,2016,139.874,139.431,Oceania
1006,New Zealand,2017,148.174,141.921,Oceania
1007,New Zealand,2018,144.882,144.174,Oceania
1008,OECD Asia Oceania,1971,60.913,81.937,
1009,OECD Asia Oceania,1972,63.879,83.239,
1010,OECD Asia Oceania,1973,72.264,85.013,
1011,OECD Asia Oceania,1974,72.72,86.303,
1012,OECD Asia Oceania,1975,71.25,87.463,
1013,OECD Asia Oceania,1976,73.717,88.543,
1014,OECD Asia Oceania,1977,76.99,89.555,
1015,OECD Asia Oceania,1978,76.942,90.51,
1016,OECD Asia Oceania,1979,79.496,91.45,
1017,OECD Asia Oceania,1980,77.395,92.397,
1018,OECD Asia Oceania,1981,76.33,93.254,
1019,OECD Asia Oceania,1982,75.255,94.187,
1020,OECD Asia Oceania,1983,75.437,95.09,
1021,OECD Asia Oceania,1984,80.463,95.891,
1022,OECD Asia Oceania,1985,80.335,96.643,
1023,OECD Asia Oceania,1986,80.909,97.335,
1024,OECD Asia Oceania,1987,82.489,98.03,
1025,OECD Asia Oceania,1988,88.809,98.689,
1026,OECD Asia Oceania,1989,92.171,99.345,
1027,OECD Asia Oceania,1990,100.0,100.0,
1028,OECD Asia Oceania,1991,102.353,100.813,
1029,OECD Asia Oceania,1992,104.763,101.504,
1030,OECD Asia Oceania,1993,106.428,102.107,
1031,OECD Asia Oceania,1994,111.79,102.62,
1032,OECD Asia Oceania,1995,115.126,103.232,
1033,OECD Asia Oceania,1996,118.323,103.819,
1034,OECD Asia Oceania,1997,119.746,104.403,
1035,OECD Asia Oceania,1998,114.963,104.941,
1036,OECD Asia Oceania,1999,119.794,105.437,
1037,OECD Asia Oceania,2000,124.89,105.981,
1038,OECD Asia Oceania,2001,125.649,106.553,
1039,OECD Asia Oceania,2002,128.108,107.058,
1040,OECD Asia Oceania,2003,128.971,107.531,
1041,OECD Asia Oceania,2004,130.908,107.887,
1042,OECD Asia Oceania,2005,131.078,108.167,
1043,OECD Asia Oceania,2006,130.602,108.578,
1044,OECD Asia Oceania,2007,134.443,109.065,
1045,OECD Asia Oceania,2008,131.387,109.6,
1046,OECD Asia Oceania,2009,128.942,110.051,
1047,OECD Asia Oceania,2010,135.301,110.457,
1048,OECD Asia Oceania,2011,139.989,110.797,
1049,OECD Asia Oceania,2012,143.056,111.083,
1050,OECD Asia Oceania,2013,142.5,111.392,
1051,OECD Asia Oceania,2014,138.479,111.82,
1052,OECD Asia Oceania,2015,137.827,112.188,
1053,OECD Asia Oceania,2016,138.041,112.532,
1054,OECD Asia Oceania,2017,137.833,112.834,
1055,OECD Asia Oceania,2018,135.036,113.158,
1056,Austria,1971,86.429,97.695,Europe
1057,Austria,1972,89.63,98.255,Europe
1058,Austria,1973,95.679,98.802,Europe
1059,Austria,1974,90.923,98.971,Europe
1060,Austria,1975,87.996,98.711,Europe
1061,Austria,1976,95.926,98.541,Europe
1062,Austria,1977,91.266,98.567,Europe
1063,Austria,1978,95.424,98.489,Europe
1064,Austria,1979,99.425,98.32,Europe
1065,Austria,1980,96.65,98.32,Europe
1066,Austria,1981,91.67,98.58,Europe
1067,Austria,1982,88.51,98.645,Europe
1068,Austria,1983,87.839,98.489,Europe
1069,Austria,1984,90.631,98.476,Europe
1070,Austria,1985,93.616,98.528,Europe
1071,Austria,1986,91.823,98.593,Europe
1072,Austria,1987,93.151,98.659,Europe
1073,Austria,1988,89.511,98.789,Europe
1074,Austria,1989,89.61,99.245,Europe
1075,Austria,1990,100.0,100.0,Europe
1076,Austria,1991,107.425,101.003,Europe
1077,Austria,1992,98.791,102.123,Europe
1078,Austria,1993,99.163,102.97,Europe
1079,Austria,1994,99.9,103.36,Europe
1080,Austria,1995,105.885,103.517,Europe
1081,Austria,1996,112.493,103.66,Europe
1082,Austria,1997,111.055,103.777,Europe
1083,Austria,1998,112.147,103.894,Europe
1084,Austria,1999,109.256,104.09,Europe
1085,Austria,2000,109.923,104.35,Europe
1086,Austria,2001,117.695,104.741,Europe
1087,Austria,2002,120.257,105.262,Europe
1088,Austria,2003,129.282,105.731,Europe
1089,Austria,2004,131.59,106.395,Europe
1090,Austria,2005,132.361,107.124,Europe
1091,Austria,2006,128.282,107.684,Europe
1092,Austria,2007,122.888,108.036,Europe
1093,Austria,2008,121.972,108.388,Europe
